Rep,Bloc,Trt,Strain,Time,Mass,Number,Mean,Survival,Biomass
Inv1C3,B3,C,Inv1,4,3710,10,371,10,3710
Inv1C3,B3,C,Inv1,5,3619,10,361.9,10,3619
Inv1C3,B3,C,Inv1,6,3746,10,374.6,10,3746
Inv1C3,B3,C,Inv1,7,3691,10,369.1,10,3691
Inv1C3,B3,C,Inv1,8,4418,10,441.8,10,4418
Inv1C3,B3,C,Inv1,9,4897,10,489.7,10,4897
Inv1C4,B4,C,Inv1,0,1962,10,196.2,10,1962
Inv1C4,B4,C,Inv1,1,2181,10,218.1,10,2181
Inv1C4,B4,C,Inv1,10,5044,10,504.4,10,5044
Inv1C4,B4,C,Inv1,11,5426,10,542.6,10,5426
Inv1C4,B4,C,Inv1,12,5663,10,566.3,10,5663
Inv1C4,B4,C,Inv1,13,5769,10,576.9,10,5769
Inv1C4,B4,C,Inv1,14,5843,10,584.3,10,5843
Inv1C4,B4,C,Inv1,2,2873,10,287.3,10,2873
Inv1C4,B4,C,Inv1,3,3180,10,318,10,3180
Inv1C4,B4,C,Inv1,4,3229,10,322.9,10,3229
Inv1C4,B4,C,Inv1,5,3374,10,337.4,10,3374
Inv1C4,B4,C,Inv1,6,3394,10,339.4,10,3394
Inv1C4,B4,C,Inv1,7,3390,10,339,10,3390
Inv1C4,B4,C,Inv1,8,3919,10,391.9,10,3919
Inv1C4,B4,C,Inv1,9,4278,10,427.8,10,4278
Inv1C5,B5,C,Inv1,0,2204,10,220.4,10,2204
Inv1C5,B5,C,Inv1,1,2580,10,258,10,2580
Inv1C5,B5,C,Inv1,10,3092,7,441.7142857142857,7,3092
Inv1C5,B5,C,Inv1,11,2795,6,465.8333333333333,6,2795
Inv1C5,B5,C,Inv1,12,2939,6,489.8333333333333,6,2939
Inv1C5,B5,C,Inv1,13,2518,4,629.5,4,2518
Inv1C5,B5,C,Inv1,14,2330,4,582.5,4,2330
Inv1C5,B5,C,Inv1,2,3547,10,354.7,10,3547
Inv1C5,B5,C,Inv1,3,3122,10,312.2,10,3122
Inv1C5,B5,C,Inv1,4,3265,10,326.5,10,3265
Inv1C5,B5,C,Inv1,5,3421,10,342.1,10,3421
Inv1C5,B5,C,Inv1,6,2920,9,324.44444444444446,9,2920
Inv1C5,B5,C,Inv1,7,3180,9,353.3333333333333,9,3180
Inv1C5,B5,C,Inv1,8,3381,9,375.6666666666667,9,3381
Inv1C5,B5,C,Inv1,9,3201,8,400.125,8,3201
Inv1C6,B6,C,Inv1,0,2222,10,222.2,10,2222
Inv1C6,B6,C,Inv1,1,2906,10,290.6,10,2906
Inv1C6,B6,C,Inv1,10,5801,10,580.1,10,5801
Inv1C6,B6,C,Inv1,11,6238,10,623.8,10,6238
Inv1C6,B6,C,Inv1,12,6516,10,651.6,10,6516
Inv1C6,B6,C,Inv1,13,6955,10,695.5,10,6955
Inv1C6,B6,C,Inv1,14,7143,10,714.3,10,7143
Inv1C6,B6,C,Inv1,2,3472,10,347.2,10,3472
Inv1C6,B6,C,Inv1,3,3862,10,386.2,10,3862
Inv1C6,B6,C,Inv1,4,4003,10,400.3,10,4003
Inv1C6,B6,C,Inv1,5,4129,10,412.9,10,4129
Inv1C6,B6,C,Inv1,6,4083,10,408.3,10,4083
Inv1C6,B6,C,Inv1,7,4288,10,428.8,10,4288
Inv1C6,B6,C,Inv1,8,4819,10,481.9,10,4819
Inv1C6,B6,C,Inv1,9,5385,10,538.5,10,5385
Inv1C7,B7,C,Inv1,0,2203,10,220.3,10,2203
Inv1C7,B7,C,Inv1,1,2728,10,272.8,10,2728
Inv1C7,B7,C,Inv1,10,4852,9,539.1111111111111,9,4852
Inv1C7,B7,C,Inv1,11,4930,9,547.7777777777778,9,4930
Inv1C7,B7,C,Inv1,12,5322,9,591.3333333333334,9,5322
Inv1C7,B7,C,Inv1,13,5381,9,597.8888888888889,9,5381
Inv1C7,B7,C,Inv1,14,5395,9,599.4444444444445,9,5395
Inv1C7,B7,C,Inv1,2,3205,10,320.5,10,3205
Inv1C7,B7,C,Inv1,3,3405,10,340.5,10,3405
Inv1C7,B7,C,Inv1,4,3400,10,340,10,3400
Inv1C7,B7,C,Inv1,5,3518,10,351.8,10,3518
Inv1C7,B7,C,Inv1,6,3657,10,365.7,10,3657
Inv1C7,B7,C,Inv1,7,4123,10,412.3,10,4123
Inv1C7,B7,C,Inv1,8,4580,10,458,10,4580
Inv1C7,B7,C,Inv1,9,4474,9,497.1111111111111,9,4474
Inv1C8,B8,C,Inv1,0,1867,10,186.7,10,1867
Inv1C8,B8,C,Inv1,1,2276,10,227.6,10,2276
Inv1C8,B8,C,Inv1,10,5189,10,518.9,10,5189
Inv1C8,B8,C,Inv1,11,5676,10,567.6,10,5676
Inv1C8,B8,C,Inv1,12,6029,10,602.9,10,6029
Inv1C8,B8,C,Inv1,13,6004,10,600.4,10,6004
Inv1C8,B8,C,Inv1,14,6142,10,614.2,10,6142
Inv1C8,B8,C,Inv1,2,2838,10,283.8,10,2838
Inv1C8,B8,C,Inv1,3,2981,10,298.1,10,2981
Inv1C8,B8,C,Inv1,4,3362,10,336.2,10,3362
Inv1C8,B8,C,Inv1,5,3321,10,332.1,10,3321
Inv1C8,B8,C,Inv1,6,3676,10,367.6,10,3676
Inv1C8,B8,C,Inv1,7,3779,10,377.9,10,3779
Inv1C8,B8,C,Inv1,8,4209,10,420.9,10,4209
Inv1C8,B8,C,Inv1,9,4751,10,475.1,10,4751
Inv1C9,B9,C,Inv1,0,2487,10,248.7,10,2487
Inv1C9,B9,C,Inv1,1,2894,10,289.4,10,2894
Inv1C9,B9,C,Inv1,10,4757,9,528.5555555555555,9,4757
Inv1C9,B9,C,Inv1,11,4920,9,546.6666666666666,9,4920
Inv1C9,B9,C,Inv1,12,5342,9,593.5555555555555,9,5342
Inv1C9,B9,C,Inv1,13,5541,9,615.6666666666666,9,5541
Inv1C9,B9,C,Inv1,14,6051,9,672.3333333333334,9,6051
Inv1C9,B9,C,Inv1,2,3229,10,322.9,10,3229
Inv1C9,B9,C,Inv1,3,3298,10,329.8,10,3298
Inv1C9,B9,C,Inv1,4,3461,10,346.1,10,3461
Inv1C9,B9,C,Inv1,5,3601,10,360.1,10,3601
Inv1C9,B9,C,Inv1,6,3407,9,378.55555555555554,9,3407
Inv1C9,B9,C,Inv1,7,3777,9,419.6666666666667,9,3777
Inv1C9,B9,C,Inv1,8,4010,9,445.55555555555554,9,4010
Inv1C9,B9,C,Inv1,9,4325,9,480.55555555555554,9,4325
Inv2B1,B1,B,Inv2,0,1854,10,185.4,10,1854
Inv2B1,B1,B,Inv2,1,2050,9,227.77777777777777,9,2050
Inv2B1,B1,B,Inv2,10,3341,8,417.625,8,3341
Inv2B1,B1,B,Inv2,11,3520,8,440,8,3520
Inv2B1,B1,B,Inv2,12,4038,8,504.75,8,4038
Inv2B1,B1,B,Inv2,13,4192,8,524,8,4192
Inv2B1,B1,B,Inv2,14,4160,8,520,8,4160
Inv2B1,B1,B,Inv2,2,2241,9,249,9,2241
Inv2B1,B1,B,Inv2,3,2213,8,276.625,8,2213
Inv2B1,B1,B,Inv2,4,2536,8,317,8,2536
Inv2B1,B1,B,Inv2,5,2475,8,309.375,8,2475
Inv2B1,B1,B,Inv2,6,2511,8,313.875,8,2511
Inv2B1,B1,B,Inv2,7,2755,8,344.375,8,2755
Inv2B1,B1,B,Inv2,8,3022,8,377.75,8,3022
Inv2B1,B1,B,Inv2,9,2952,8,369,8,2952
Inv2B10,B10,B,Inv2,0,2232,10,223.2,10,2232
Inv2B10,B10,B,Inv2,1,1759,8,219.875,8,1759
Inv2B10,B10,B,Inv2,10,3633,8,454.125,8,3633
Inv2B10,B10,B,Inv2,11,3920,8,490,8,3920
Inv2B10,B10,B,Inv2,12,4039,8,504.875,8,4039
Inv2B10,B10,B,Inv2,13,4013,8,501.625,8,4013
Inv2B10,B10,B,Inv2,14,5921,8,740.125,8,5921
Inv2B10,B10,B,Inv2,2,2090,8,261.25,8,2090
Inv2B10,B10,B,Inv2,3,2241,8,280.125,8,2241
Inv2B10,B10,B,Inv2,4,2384,8,298,8,2384
Inv2B10,B10,B,Inv2,5,2400,8,300,8,2400
Inv2B10,B10,B,Inv2,6,2376,8,297,8,2376
Inv2B10,B10,B,Inv2,7,2351,8,293.875,8,2351
Inv2B10,B10,B,Inv2,8,2777,8,347.125,8,2777
Inv2B10,B10,B,Inv2,9,3168,8,396,8,3168
Inv2B2,B2,B,Inv2,0,1853,10,185.3,10,1853
Inv2B2,B2,B,Inv2,1,2205,9,245,9,2205
Inv2B2,B2,B,Inv2,10,3492,8,436.5,8,3492
Inv2B2,B2,B,Inv2,11,3580,8,447.5,8,3580
Inv2B2,B2,B,Inv2,12,4121,8,515.125,8,4121
Inv2B2,B2,B,Inv2,13,4247,8,530.875,8,4247
Inv2B2,B2,B,Inv2,14,4329,8,541.125,8,4329
Inv2B2,B2,B,Inv2,2,2120,9,235.55555555555554,9,2120
Inv2B2,B2,B,Inv2,3,2335,9,259.44444444444446,9,2335
Inv2B2,B2,B,Inv2,4,2156,8,269.5,8,2156
Inv2B2,B2,B,Inv2,5,2345,8,293.125,8,2345
Inv2B2,B2,B,Inv2,6,2438,8,304.75,8,2438
Inv2B2,B2,B,Inv2,7,2668,8,333.5,8,2668
Inv2B2,B2,B,Inv2,8,2917,8,364.625,8,2917
Inv2B2,B2,B,Inv2,9,3153,8,394.125,8,3153
Inv2B3,B3,B,Inv2,0,2105,10,210.5,10,2105
Inv2B3,B3,B,Inv2,1,2264,9,251.55555555555554,9,2264
Inv2B3,B3,B,Inv2,10,3004,7,429.14285714285717,7,3004
Inv2B3,B3,B,Inv2,11,3488,7,498.2857142857143,7,3488
Inv2B3,B3,B,Inv2,12,3583,7,511.85714285714283,7,3583
Inv2B3,B3,B,Inv2,13,3720,7,531.4285714285714,7,3720
Inv2B3,B3,B,Inv2,14,3561,7,508.7142857142857,7,3561
Inv2B3,B3,B,Inv2,2,2180,8,272.5,8,2180
Inv2B3,B3,B,Inv2,3,2275,8,284.375,8,2275
Inv2B3,B3,B,Inv2,4,2065,7,295,7,2065
Inv2B3,B3,B,Inv2,5,2260,7,322.85714285714283,7,2260
Inv2B3,B3,B,Inv2,6,2342,7,334.57142857142856,7,2342
Inv2B3,B3,B,Inv2,7,2406,7,343.7142857142857,7,2406
Inv2B3,B3,B,Inv2,8,2585,7,369.2857142857143,7,2585
Inv2B3,B3,B,Inv2,9,2587,7,369.57142857142856,7,2587
Inv2B4,B4,B,Inv2,0,2000,10,200,10,2000
Inv2B4,B4,B,Inv2,1,1929,8,241.125,8,1929
Inv2B4,B4,B,Inv2,10,3618,8,452.25,8,3618
Inv2B4,B4,B,Inv2,11,3749,8,468.625,8,3749
Inv2B4,B4,B,Inv2,12,3942,8,492.75,8,3942
Inv2B4,B4,B,Inv2,13,3860,8,482.5,8,3860
Inv2B4,B4,B,Inv2,14,3659,7,522.7142857142857,7,3658.9999999999995
Inv2B4,B4,B,Inv2,2,2227,8,278.375,8,2227
Inv2B4,B4,B,Inv2,3,2342,8,292.75,8,2342
Inv2B4,B4,B,Inv2,4,2618,8,327.25,8,2618
Inv2B4,B4,B,Inv2,5,2570,8,321.25,8,2570
Inv2B4,B4,B,Inv2,6,2500,8,312.5,8,2500
Inv2B4,B4,B,Inv2,7,2624,8,328,8,2624
Inv2B4,B4,B,Inv2,8,3081,8,385.125,8,3081
Inv2B4,B4,B,Inv2,9,3261,8,407.625,8,3261
Inv2B5,B5,B,Inv2,0,2044,10,204.4,10,2044
Inv2B5,B5,B,Inv2,1,2164,10,216.4,10,2164
Inv2B5,B5,B,Inv2,10,3591,9,399,9,3591
Inv2B5,B5,B,Inv2,11,3765,9,418.3333333333333,9,3765
Inv2B5,B5,B,Inv2,12,3580,8,447.5,8,3580
Inv2B5,B5,B,Inv2,13,3787,8,473.375,8,3787
Inv2B5,B5,B,Inv2,14,3804,8,475.5,8,3804
Inv2B5,B5,B,Inv2,2,2517,10,251.7,10,2517
Inv2B5,B5,B,Inv2,3,2736,10,273.6,10,2736
Inv2B5,B5,B,Inv2,4,2807,10,280.7,10,2807
Inv2B5,B5,B,Inv2,5,2915,10,291.5,10,2915
Inv2B5,B5,B,Inv2,6,2998,10,299.8,10,2998
Inv2B5,B5,B,Inv2,7,2941,10,294.1,10,2941
Inv2B5,B5,B,Inv2,8,3172,10,317.2,10,3172
Inv2B5,B5,B,Inv2,9,3172,9,352.44444444444446,9,3172
Inv2B6,B6,B,Inv2,0,1909,10,190.9,10,1909
Inv2B6,B6,B,Inv2,1,2041,10,204.1,10,2041
Inv2B6,B6,B,Inv2,10,4254,9,472.6666666666667,9,4254
Inv2B6,B6,B,Inv2,11,4605,9,511.6666666666667,9,4605
Inv2B6,B6,B,Inv2,12,4800,8,600,8,4800
Inv2B6,B6,B,Inv2,13,4831,8,603.875,8,4831
Inv2B6,B6,B,Inv2,14,4944,8,618,8,4944
Inv2B6,B6,B,Inv2,2,2787,10,278.7,10,2787
Inv2B6,B6,B,Inv2,3,2988,10,298.8,10,2988
Inv2B6,B6,B,Inv2,4,3211,10,321.1,10,3211
Inv2B6,B6,B,Inv2,5,3258,10,325.8,10,3258
Inv2B6,B6,B,Inv2,6,3176,10,317.6,10,3176
Inv2B6,B6,B,Inv2,7,3781,10,378.1,10,3781
Inv2B6,B6,B,Inv2,8,3965,10,396.5,10,3965
Inv2B6,B6,B,Inv2,9,3873,9,430.3333333333333,9,3873
Inv2B7,B7,B,Inv2,0,1901,10,190.1,10,1901
Inv2B7,B7,B,Inv2,1,1575,8,196.875,8,1575
Inv2B7,B7,B,Inv2,10,2356,6,392.6666666666667,6,2356
Inv2B7,B7,B,Inv2,11,2358,6,393,6,2358
Inv2B7,B7,B,Inv2,12,2656,6,442.6666666666667,6,2656
Inv2B7,B7,B,Inv2,13,2486,6,414.3333333333333,6,2486
Inv2B7,B7,B,Inv2,14,2578,6,429.6666666666667,6,2578
Inv2B7,B7,B,Inv2,2,1730,8,216.25,8,1730
Inv2B7,B7,B,Inv2,3,1843,8,230.375,8,1843
Inv2B7,B7,B,Inv2,4,1893,7,270.42857142857144,7,1893
Inv2B7,B7,B,Inv2,5,1869,7,267,7,1869
Inv2B7,B7,B,Inv2,6,1671,6,278.5,6,1671
Inv2B7,B7,B,Inv2,7,1762,6,293.6666666666667,6,1762
Inv2B7,B7,B,Inv2,8,2028,6,338,6,2028
Inv2B7,B7,B,Inv2,9,2147,6,357.8333333333333,6,2147
Inv2B8,B8,B,Inv2,0,2032,10,203.2,10,2032
Inv2B8,B8,B,Inv2,1,2037,9,226.33333333333334,9,2037
Inv2B8,B8,B,Inv2,10,2826,9,314,9,2826
Inv2B8,B8,B,Inv2,11,2853,8,356.625,8,2853
Inv2B8,B8,B,Inv2,12,2986,8,373.25,8,2986
Inv2B8,B8,B,Inv2,13,3138,8,392.25,8,3138
Inv2B8,B8,B,Inv2,14,3104,8,388,8,3104
Inv2B8,B8,B,Inv2,2,2063,9,229.22222222222223,9,2063
Inv2B8,B8,B,Inv2,3,2357,9,261.8888888888889,9,2357
Inv2B8,B8,B,Inv2,4,2307,9,256.3333333333333,9,2307
Inv2B8,B8,B,Inv2,5,2347,9,260.77777777777777,9,2347
Inv2B8,B8,B,Inv2,6,2525,9,280.55555555555554,9,2525
Inv2B8,B8,B,Inv2,7,2492,9,276.8888888888889,9,2492
Inv2B8,B8,B,Inv2,8,2565,9,285,9,2565
Inv2B8,B8,B,Inv2,9,2683,9,298.1111111111111,9,2683
Inv2B9,B9,B,Inv2,0,2090,10,209,10,2090
Inv2B9,B9,B,Inv2,1,2030,10,203,10,2030
Inv2B9,B9,B,Inv2,10,3800,10,380,10,3800
Inv2B9,B9,B,Inv2,11,3798,9,422,9,3798
Inv2B9,B9,B,Inv2,12,4279,9,475.44444444444446,9,4279
Inv2B9,B9,B,Inv2,13,3882,9,431.3333333333333,9,3882
Inv2B9,B9,B,Inv2,14,3957,9,439.6666666666667,9,3957
Inv2B9,B9,B,Inv2,2,2560,10,256,10,2560
Inv2B9,B9,B,Inv2,3,2654,10,265.4,10,2654
Inv2B9,B9,B,Inv2,4,2859,10,285.9,10,2859
Inv2B9,B9,B,Inv2,5,2924,10,292.4,10,2924
Inv2B9,B9,B,Inv2,6,2949,10,294.9,10,2949
Inv2B9,B9,B,Inv2,7,3140,10,314,10,3140
Inv2B9,B9,B,Inv2,8,3281,10,328.1,10,3281
Inv2B9,B9,B,Inv2,9,3531,10,353.1,10,3531
Inv2C1,B1,C,Inv2,0,2374,10,237.4,10,2374
Inv2C1,B1,C,Inv2,1,2454,10,245.4,10,2454
Inv2C1,B1,C,Inv2,10,4360,10,436,10,4360
Inv2C1,B1,C,Inv2,11,4450,9,494.44444444444446,9,4450
Inv2C1,B1,C,Inv2,12,4869,9,541,9,4869
Inv2C1,B1,C,Inv2,13,5247,9,583,9,5247
Inv2C1,B1,C,Inv2,14,5394,9,599.3333333333334,9,5394
Inv2C1,B1,C,Inv2,2,2846,10,284.6,10,2846
Inv2C1,B1,C,Inv2,3,3080,10,308,10,3080
Inv2C1,B1,C,Inv2,4,3376,10,337.6,10,3376
Inv2C1,B1,C,Inv2,5,3518,10,351.8,10,3518
Inv2C1,B1,C,Inv2,6,3657,10,365.7,10,3657
Inv2C1,B1,C,Inv2,7,3962,10,396.2,10,3962
Inv2C1,B1,C,Inv2,8,3997,10,399.7,10,3997
Inv2C1,B1,C,Inv2,9,4143,10,414.3,10,4143
Inv2C10,B10,C,Inv2,0,2240,10,224,10,2240
Inv2C10,B10,C,Inv2,1,2384,10,238.4,10,2384
Inv2C10,B10,C,Inv2,10,5226,10,522.6,10,5226
Inv2C10,B10,C,Inv2,11,5703,10,570.3,10,5703
Inv2C10,B10,C,Inv2,12,6049,10,604.9,10,6049
Inv2C10,B10,C,Inv2,13,6348,10,634.8,10,6348
Inv2C10,B10,C,Inv2,14,6923,10,692.3,10,6923
Inv2C10,B10,C,Inv2,2,2915,10,291.5,10,2915
Inv2C10,B10,C,Inv2,3,3086,10,308.6,10,3086
Inv2C10,B10,C,Inv2,4,3187,10,318.7,10,3187
Inv2C10,B10,C,Inv2,5,3463,10,346.3,10,3463
Inv2C10,B10,C,Inv2,6,3455,10,345.5,10,3455
Inv2C10,B10,C,Inv2,7,3904,10,390.4,10,3904
Inv2C10,B10,C,Inv2,8,4119,10,411.9,10,4119
Inv2C10,B10,C,Inv2,9,4428,10,442.8,10,4428
Inv2C2,B2,C,Inv2,0,1961,10,196.1,10,1961
Inv2C2,B2,C,Inv2,1,2224,10,222.4,10,2224
Inv2C2,B2,C,Inv2,10,4722,9,524.6666666666666,9,4722
Inv2C2,B2,C,Inv2,11,5018,9,557.5555555555555,9,5018
Inv2C2,B2,C,Inv2,12,5053,9,561.4444444444445,9,5053
Inv2C2,B2,C,Inv2,13,5258,9,584.2222222222222,9,5258
Inv2C2,B2,C,Inv2,14,5553,9,617,9,5553
Inv2C2,B2,C,Inv2,2,2679,10,267.9,10,2679
Inv2C2,B2,C,Inv2,3,2944,10,294.4,10,2944
Inv2C2,B2,C,Inv2,4,3094,10,309.4,10,3094
Inv2C2,B2,C,Inv2,5,3234,10,323.4,10,3234
Inv2C2,B2,C,Inv2,6,3339,10,333.9,10,3339
Inv2C2,B2,C,Inv2,7,3235,9,359.44444444444446,9,3235
Inv2C2,B2,C,Inv2,8,3600,9,400,9,3600
Inv2C2,B2,C,Inv2,9,4120,9,457.77777777777777,9,4120
Inv2C3,B3,C,Inv2,0,1794,10,179.4,10,1794
Inv2C3,B3,C,Inv2,1,1849,10,184.9,10,1849
Inv2C3,B3,C,Inv2,10,3797,10,379.7,10,3797
Inv2C3,B3,C,Inv2,11,3670,10,367,10,3670
Inv2C3,B3,C,Inv2,12,3975,10,397.5,10,3975
Inv2C3,B3,C,Inv2,13,4125,10,412.5,10,4125
Inv2C3,B3,C,Inv2,14,4277,10,427.7,10,4277
Inv2C3,B3,C,Inv2,2,2138,10,213.8,10,2138
Inv2C3,B3,C,Inv2,3,2348,10,234.8,10,2348
Inv2C3,B3,C,Inv2,4,2485,10,248.5,10,2485
Inv2C3,B3,C,Inv2,5,2784,10,278.4,10,2784
Inv2C3,B3,C,Inv2,6,2813,10,281.3,10,2813
Inv2C3,B3,C,Inv2,7,2919,10,291.9,10,2919
Inv2C3,B3,C,Inv2,8,3031,10,303.1,10,3031
Inv2C3,B3,C,Inv2,9,3626,10,362.6,10,3626
Inv2C4,B4,C,Inv2,0,2054,10,205.4,10,2054
Inv2C4,B4,C,Inv2,1,1969,9,218.77777777777777,9,1969
Inv2C4,B4,C,Inv2,10,3995,9,443.8888888888889,9,3995
Inv2C4,B4,C,Inv2,11,4301,9,477.8888888888889,9,4301
Inv2C4,B4,C,Inv2,12,5138,9,570.8888888888889,9,5138
Inv2C4,B4,C,Inv2,13,5331,9,592.3333333333334,9,5331
Inv2C4,B4,C,Inv2,14,5243,9,582.5555555555555,9,5243
Inv2C4,B4,C,Inv2,2,2417,9,268.55555555555554,9,2417
Inv2C4,B4,C,Inv2,3,2647,9,294.1111111111111,9,2647
Inv2C4,B4,C,Inv2,4,2958,9,328.6666666666667,9,2958
Inv2C4,B4,C,Inv2,5,3118,9,346.44444444444446,9,3118
Inv2C4,B4,C,Inv2,6,3147,9,349.6666666666667,9,3147
Inv2C4,B4,C,Inv2,7,3191,9,354.55555555555554,9,3191
Inv2C4,B4,C,Inv2,8,3412,9,379.1111111111111,9,3412
Inv2C4,B4,C,Inv2,9,3738,9,415.3333333333333,9,3738
Inv2C5,B5,C,Inv2,0,1843,10,184.3,10,1843
Inv2C5,B5,C,Inv2,1,2068,10,206.8,10,2068
Inv2C5,B5,C,Inv2,10,5016,10,501.6,10,5016
Inv2C5,B5,C,Inv2,11,5122,10,512.2,10,5122
Inv2C5,B5,C,Inv2,12,5299,10,529.9,10,5299
Inv2C5,B5,C,Inv2,13,5542,10,554.2,10,5542
Inv2C5,B5,C,Inv2,14,5786,10,578.6,10,5786
Inv2C5,B5,C,Inv2,2,2545,10,254.5,10,2545
Inv2C5,B5,C,Inv2,3,2774,10,277.4,10,2774
Inv2C5,B5,C,Inv2,4,3033,10,303.3,10,3033
Inv2C5,B5,C,Inv2,5,3065,10,306.5,10,3065
Inv2C5,B5,C,Inv2,6,3082,10,308.2,10,3082
Inv2C5,B5,C,Inv2,7,3297,10,329.7,10,3297
Inv2C5,B5,C,Inv2,8,3859,10,385.9,10,3859
Inv2C5,B5,C,Inv2,9,4370,10,437,10,4370
Inv2C6,B6,C,Inv2,0,2111,10,211.1,10,2111
Inv2C6,B6,C,Inv2,1,2469,10,246.9,10,2469
Inv2C6,B6,C,Inv2,10,5548,10,554.8,10,5548
Inv2C6,B6,C,Inv2,11,5671,10,567.1,10,5671
Inv2C6,B6,C,Inv2,12,6025,10,602.5,10,6025
Inv2C6,B6,C,Inv2,13,6005,10,600.5,10,6005
Inv2C6,B6,C,Inv2,14,6067,10,606.7,10,6067
Inv2C6,B6,C,Inv2,2,2925,10,292.5,10,2925
Inv2C6,B6,C,Inv2,3,3420,10,342,10,3420
Inv2C6,B6,C,Inv2,4,3561,10,356.1,10,3561
Inv2C6,B6,C,Inv2,5,3607,10,360.7,10,3607
Inv2C6,B6,C,Inv2,6,3446,10,344.6,10,3446
Inv2C6,B6,C,Inv2,7,4152,10,415.2,10,4152
Inv2C6,B6,C,Inv2,8,4655,10,465.5,10,4655
Inv2C6,B6,C,Inv2,9,5161,10,516.1,10,5161
Inv2C7,B7,C,Inv2,0,2189,10,218.9,10,2189
Inv2C7,B7,C,Inv2,1,2288,10,228.8,10,2288
Inv2C7,B7,C,Inv2,10,4698,10,469.8,10,4698
Inv2C7,B7,C,Inv2,11,4711,10,471.1,10,4711
Inv2C7,B7,C,Inv2,12,5459,10,545.9,10,5459
Inv2C7,B7,C,Inv2,13,5450,10,545,10,5450
Inv2C7,B7,C,Inv2,14,5878,10,587.8,10,5878
Inv2C7,B7,C,Inv2,2,2660,10,266,10,2660
Inv2C7,B7,C,Inv2,3,2859,10,285.9,10,2859
Inv2C7,B7,C,Inv2,4,3116,10,311.6,10,3116
Inv2C7,B7,C,Inv2,5,3133,10,313.3,10,3133
Inv2C7,B7,C,Inv2,6,3353,10,335.3,10,3353
Inv2C7,B7,C,Inv2,7,3396,10,339.6,10,3396
Inv2C7,B7,C,Inv2,8,4055,10,405.5,10,4055
Inv2C7,B7,C,Inv2,9,4580,10,458,10,4580
Inv2C8,B8,C,Inv2,0,2245,10,224.5,10,2245
Inv2C8,B8,C,Inv2,1,2460,10,246,10,2460
Inv2C8,B8,C,Inv2,10,4371,9,485.6666666666667,9,4371
Inv2C8,B8,C,Inv2,11,4458,9,495.3333333333333,9,4458
Inv2C8,B8,C,Inv2,12,4544,9,504.8888888888889,9,4544
Inv2C8,B8,C,Inv2,13,4964,9,551.5555555555555,9,4964
Inv2C8,B8,C,Inv2,14,5162,9,573.5555555555555,9,5162
Inv2C8,B8,C,Inv2,2,2824,10,282.4,10,2824
Inv2C8,B8,C,Inv2,3,3122,10,312.2,10,3122
Inv2C8,B8,C,Inv2,4,3307,10,330.7,10,3307
Inv2C8,B8,C,Inv2,5,3384,10,338.4,10,3384
Inv2C8,B8,C,Inv2,6,3809,10,380.9,10,3809
Inv2C8,B8,C,Inv2,7,3907,10,390.7,10,3907
Inv2C8,B8,C,Inv2,8,4167,10,416.7,10,4167
Inv2C8,B8,C,Inv2,9,4293,10,429.3,10,4293
Inv2C9,B9,C,Inv2,0,2051,10,205.1,10,2051
Inv2C9,B9,C,Inv2,1,2226,10,222.6,10,2226
Inv2C9,B9,C,Inv2,10,4058,10,405.8,10,4058
Inv2C9,B9,C,Inv2,11,4560,10,456,10,4560
Inv2C9,B9,C,Inv2,12,4262,9,473.55555555555554,9,4262
Inv2C9,B9,C,Inv2,13,4353,9,483.6666666666667,9,4353
Inv2C9,B9,C,Inv2,14,4808,9,534.2222222222222,9,4808
Inv2C9,B9,C,Inv2,2,2459,10,245.9,10,2459
Inv2C9,B9,C,Inv2,3,2568,10,256.8,10,2568
Inv2C9,B9,C,Inv2,4,2919,10,291.9,10,2919
Inv2C9,B9,C,Inv2,5,3005,10,300.5,10,3005
Inv2C9,B9,C,Inv2,6,2967,10,296.7,10,2967
Inv2C9,B9,C,Inv2,7,3176,10,317.6,10,3176
Inv2C9,B9,C,Inv2,8,3518,10,351.8,10,3518
Inv2C9,B9,C,Inv2,9,3863,10,386.3,10,3863
Ita1B1,B1,B,Ita1,0,2547,10,254.7,10,2547
Ita1B1,B1,B,Ita1,1,2895,10,289.5,10,2895
Ita1B1,B1,B,Ita1,10,3599,9,399.8888888888889,9,3599
Ita1B1,B1,B,Ita1,11,3329,7,475.57142857142856,7,3329
Ita1B1,B1,B,Ita1,12,3491,7,498.7142857142857,7,3491
Ita1B1,B1,B,Ita1,13,3925,7,560.7142857142857,7,3924.9999999999995
Ita1B1,B1,B,Ita1,14,3994,7,570.5714285714286,7,3994
Ita1B1,B1,B,Ita1,2,3067,10,306.7,10,3067
Ita1B1,B1,B,Ita1,3,3216,10,321.6,10,3216
Ita1B1,B1,B,Ita1,4,3631,10,363.1,10,3631
Ita1B1,B1,B,Ita1,5,3584,10,358.4,10,3584
Ita1B1,B1,B,Ita1,6,3298,9,366.44444444444446,9,3298
Ita1B1,B1,B,Ita1,7,3360,9,373.3333333333333,9,3360
Ita1B1,B1,B,Ita1,8,3608,9,400.8888888888889,9,3608
Ita1B1,B1,B,Ita1,9,3489,9,387.6666666666667,9,3489
Ita1B10,B10,B,Ita1,0,2245,10,224.5,10,2245
Ita1B10,B10,B,Ita1,1,2527,9,280.77777777777777,9,2527
